"PREFERRED_NAME","CAS","QSAR_READY_SMILES","DTXSID","Structural Alert for genotoxic carcinogenicity","Structural Alert for S. typhimurium  mutagenicity","FG52_2","FG81_2","Cramer rules, with extensions","TTC_Class","Exposure.Total.Upper95","TTC_ug.kg.d","oed.AC50p5","NOAEL","TTC_MoE","OED_MoE","NOAEL_MoE"
"2-Methyl-4,6-dinitrophenol","534-52-1","CC1=C(O)C(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O","DTXSID1022053","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.002129161,1.5,0.000723109347933651,0.4,0.704502853471391,0.339621732660729,187.867427592371
"Dexamethasone sodium phosphate","2392-39-4","CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COP(O)(O)=O","DTXSID3047429","YES","YES","NO","YES","High (Class III)","Anti-cholinesterase",0.000421452,0.3,0.000911927175452924,NA,0.711824834144814,2.16377470139642,NA
"Rifabutin","72559-06-9","COC1C=COC2(C)OC3=C(C2=O)C2=C(C(=O)C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C1=NC4(CCN(CC(C)C)CC4)N=C21)C(O)=C3C","DTXSID0033960","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.0020974,1.5,0.012841842099238,NA,0.715171164298655,6.122743443901,NA
"Didecyldimethylammonium chloride","7173-51-5","CCCCCCCCCC[N+](C)(C)CCCCCCCCCC","DTXSID9032537","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.00209066,1.5,0.000701276230994351,1,0.717476777668296,0.335432940312797,478.317851778864
"Tri-allate","2303-17-5","CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl","DTXSID5024344","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.00208446,1.5,0.00227973747448903,1.275,0.719610834460724,1.09368252424562,611.669209291615
"5,5-Diphenylhydantoin","57-41-0","O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1","DTXSID8020541","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.002083869,1.5,0.119799902067045,12,0.719814921187464,57.4891713764374,5758.51936949971
"4-(N-Methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone","64091-91-4","CN(CCCC(=O)C1=CC=CN=C1)N=O","DTXSID3020881","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.002051777,1.5,0.307920874468293,NA,0.73107360107848,150.075215029846,NA
"2-Chloro-4-phenylphenol","92-04-6","OC1=CC(Cl)=C(C=C1)C1=CC=CC=C1","DTXSID0022353","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.002047777,1.5,0.00934035529664799,NA,0.732501634699481,4.56121701564574,NA
"4,4'-Oxydianiline","101-80-4","NC1=CC=C(OC2=CC=C(N)C=C2)C=C1","DTXSID0021094","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.002037023,1.5,0.0234280979408831,10,0.736368710613479,11.5011455152363,4909.12473742319
"Clomazone","81777-89-1","CC1(C)CON(CC2=C(Cl)C=CC=C2)C1=O","DTXSID1032355","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.0020222,1.5,0.136431419299944,13.3,0.741766393037286,67.466827860718,6576.99535159727
"Melengestrol acetate","2919-66-6","CC(=O)OC1(C(C)=O)C(=C)CC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC12C","DTXSID5048184","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.002001063,1.5,0.000170828186835812,NA,0.749601586756639,0.0853687199432561,NA
"MCPA","94-74-6","CC1=C(OCC(O)=O)C=CC(Cl)=C1","DTXSID4024195","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.001940684,1.5,0.00115531314005316,0.21,0.772923361041777,0.595312343510412,108.209270545849
"2-Methoxy-4-propylphenol","2785-87-7","CCCC1=CC(OC)=C(O)C=C1","DTXSID2047199","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.038482546,30,2.78393887368246,67,0.779574199690426,72.3428973146024,1741.04904597528
"Procymidone","32809-16-8","CC12CC1(C)C(=O)N(C2=O)C1=CC(Cl)=CC(Cl)=C1","DTXSID9033923","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.001895103,1.5,0.0238320079447683,NA,0.791513706642858,12.5755739634037,NA
"Ethametsulfuron-methyl","97780-06-8","CCOC1=NC(NC)=NC(NC(=O)NS(=O)(=O)C2=C(C=CC=C2)C(=O)OC)=N1","DTXSID9034573","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.001880639,1.5,0.00611155866567251,87.3,0.797601240854837,3.24972451686502,46420.3922177515
"4-(2-Methylbutan-2-yl)phenol","80-46-6","CCC(C)(C)C1=CC=C(O)C=C1","DTXSID8021771","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.037573185,30,0.013065604785335,50,0.798441761059117,0.347737483136842,1330.73626843186
"Deethylatrazine","6190-65-4","CC(C)NC1=NC(Cl)=NC(N)=N1","DTXSID5037494","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.001876762,1.5,0.788386300478241,3.2,0.799248919149045,420.077932352766,1705.0643608513
"Naproxen","22204-53-1","COC1=CC2=CC=C(C=C2C=C1)C(C)C(O)=O","DTXSID4040686","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.001868639,1.5,0.189947196788808,NA,0.802723265435432,101.650022711079,NA
"Propylparaben","94-13-3","CCCOC(=O)C1=CC=C(O)C=C1","DTXSID4022527","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.03733012,30,0.29856136995086,12.4,0.803640599065848,7.99786794017432,332.171447613884
"Fluconazole","86386-73-4","OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1","DTXSID3020627","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.001845579,1.5,1.21594768522118,NA,0.812753070987479,658.843476882418,NA
"Diethyl phthalate","84-66-2","CCOC(=O)C1=CC=CC=C1C(=O)OCC","DTXSID7021780","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.036046777,30,0.0684408751823463,6.25,0.832251937531059,1.8986683658943,173.385820318971
"Metribuzin","21087-64-9","CSC1=NN=C(C(=O)N1N)C(C)(C)C","DTXSID6024204","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.001789523,1.5,0.19844126779884,1.25,0.838212193975713,110.890593637992,698.510161646428
"3-Phenoxybenzoic acid","3739-38-6","OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1","DTXSID1038321","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.00174676,1.5,0.00013205082968961,NA,0.858732739471937,0.0755975804859339,NA
"5-Nitro-o-anisidine","99-59-2","COC1=C(N)C=C(C=C1)[N+]([O-])=O","DTXSID0020943","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.001739812,1.5,1.73967371962693,200,0.862162118665695,999.920519933723,114954.949155426
"Linuron","330-55-2","CON(C)C(=O)NC1=CC=C(Cl)C(Cl)=C1","DTXSID2024163","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.001710101,1.5,0.171717006919158,0.736,0.877141174702547,100.41337144365,430.383936387383
"Monocrotophos","6923-22-4","[H]C(C(=O)NC)=C(C)OP(=O)(OC)OC","DTXSID9034816","YES","YES","NO","YES","High (Class III)","Anti-cholinesterase",0.00034093,0.3,0.135684608244314,1,0.879946029976828,397.983774511818,2933.15343325609
"1,5,9-Cyclododecatriene","4904-61-4","C1CC=CCCC=CCCC=C1","DTXSID8027581","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.033987528,30,0.801734048432572,30,0.88267672776908,23.5890662137173,882.67672776908
"Diuron","330-54-1","CN(C)C(=O)NC1=CC(Cl)=C(Cl)C=C1","DTXSID0020446","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.001660586,1.5,0.44526486686971,0.66,0.903295583607233,268.137191852581,397.450056787182
"Rifampicin","13292-46-1","COC1C=COC2(C)OC3=C(C2=O)C2=C(O)C(C=NN4CCN(C)CC4)=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C(O)=C2C(O)=C3C","DTXSID6021244","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.001646586,1.5,0.00181071946044021,100,0.910975800838827,1.09968107371265,60731.7200559218
"Chrysin","480-40-0","OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=CC=C1","DTXSID1022396","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.0016323,1.5,0.103357449480585,NA,0.918948722661276,63.3201307851409,NA
"Asulam","3337-71-1","COC(=O)NS(=O)(=O)C1=CC=C(N)C=C1","DTXSID8023890","YES","YES","YES","NO","High (Class III)","Anti-cholinesterase",0.00032592,0.3,0.80767998158299,30,0.920471281296024,2478.15409174948,92047.1281296024
"Bispyribac-sodium","125401-92-5","COC1=CC(OC)=NC(OC2=CC=CC(OC3=NC(OC)=CC(OC)=N3)=C2C(O)=O)=N1","DTXSID7034383","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.001626567,1.5,0.000117509677254453,1.5,0.92218765043186,0.0722439821135268,922.18765043186
"Resveratrol","501-36-0","OC1=CC=C(C=CC2=CC(O)=CC(O)=C2)C=C1","DTXSID4031980","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.00161943,1.5,0.0374266983928408,NA,0.926251829347363,23.1110319018672,NA
"2,4-Bis(isopropylamino)-6-chloro-1,3,5-triazine","139-40-2","CC(C)NC1=NC(NC(C)C)=NC(Cl)=N1","DTXSID3021196","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.00156294,1.5,0.0179596488570515,1.8,0.959729740105186,11.4909394199723,1151.67568812622
"Bromocriptine","22260-51-1","CC(C)CC1N2C(=O)C(NC(=O)C3CN(C)C4CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(OC2(O)C2CCCN2C1=O)C(C)C","DTXSID1022687","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.001562271,1.5,54.9230235041161,NA,0.960140718223663,35155.8874895048,NA
"o-Aminoazotoluene","97-56-3","CC1=CC=CC=C1N=NC1=CC(C)=C(N)C=C1","DTXSID1020069","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.001524461,1.5,0.00652482473671839,NA,0.983954328775876,4.28008636279865,NA
"Chloridazon","1698-60-8","ClC1C(=N)C=NN(C1=O)C1=CC=CC=C1","DTXSID3034872","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.00152383,1.5,0.189680204389852,18,0.98436177263868,124.475961485108,11812.3412716642
"Pirimicarb","23103-98-2","CN(C)C(=O)OC1=C(C)C(C)=NC(=N1)N(C)C","DTXSID1032569","YES","YES","YES","NO","High (Class III)","Anti-cholinesterase",0.000296591,0.3,0.921959879678992,NA,1.01149394283711,3108.52277944709,NA
"Exifone","52479-85-3","OC1=CC=C(C(=O)C2=CC(O)=C(O)C(O)=C2)C(O)=C1O","DTXSID9044950","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.001480952,1.5,0.129263989626871,NA,1.01286199687768,87.2843884385658,NA
"Tetramethylthiuram monosulfide","97-74-5","CN(C)C(=S)SC(=S)N(C)C","DTXSID0021333","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.001480346,1.5,0.370032040995993,1.2,1.0132766258699,249.963211976114,810.621300695918
"Dimethyl succinate","106-65-0","COC(=O)CCC(=O)OC","DTXSID5025152","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.029224182,30,5.91770012109435,NA,1.02654712456965,202.493268112495,NA
"Diphenamid","957-51-7","CN(C)C(=O)C(C1=CC=CC=C1)C1=CC=CC=C1","DTXSID8024072","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.001452454,1.5,0.00180650803824313,NA,1.03273494375726,1.2437626515147,NA
"Anthracene","120-12-7","C1=CC2=CC3=C(C=CC=C3)C=C2C=C1","DTXSID0023878","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.001441197,1.5,0.0117770311484189,1000,1.04080150041944,8.17170112650724,693867.666946295
"Ametryn","834-12-8","CCNC1=NC(SC)=NC(NC(C)C)=N1","DTXSID1023869","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.001432496,1.5,0.00983648903756291,5,1.04712334275279,6.86667818797603,3490.4111425093
"Ethalfluralin","55283-68-6","CCN(CC(C)=C)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O","DTXSID8032386","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.001401041,1.5,0.000983324982929585,4,1.07063247970616,0.70185310988728,2855.0199458831
"Mesosulfuron-methyl","208465-21-8","COC(=O)C1=C(C=C(CNS(C)(=O)=O)C=C1)S(=O)(=O)NC(=O)NC1=NC(OC)=CC(OC)=N1","DTXSID6034712","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.001384776,1.5,0.0284584778404725,155,1.08320768124231,20.5509611955092,111931.460395039
"Ethoxyquin","91-53-2","CCOC1=CC2=C(NC(C)(C)C=C2C)C=C1","DTXSID9020582","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.001383881,1.5,0.0090100973803445,2,1.08390822621309,6.51074577969096,1445.21096828412
"Dicloran","99-30-9","NC1=C(Cl)C=C(C=C1Cl)[N+]([O-])=O","DTXSID2020426","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.00137018,1.5,0.000708759382732463,2.5,1.09474667561926,0.517274652040216,1824.57779269877
"Triflumizole","68694-11-1","CCCOCC(=NC1=CC=C(Cl)C=C1C(F)(F)F)N1C=CN=C1","DTXSID2032500","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.001354569,1.5,0.0141096005736329,3,1.10736330153724,10.4163025830599,2214.72660307448
"N-Dodecanoyl-N-methylglycine","97-78-9","CCCCCCCCCCCC(=O)N(C)CC(O)=O","DTXSID7042011","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.001346531,1.5,0.150603816451862,250,1.11397361070781,111.845784799505,185662.268451302
"Cyprodinil","121552-61-2","CC1=NC(NC2=CC=CC=C2)=NC(=C1)C1CC1","DTXSID1032359","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.001342698,1.5,0.0589142689775502,2.7,1.11715367119039,43.8775279158457,2010.87660814271
"2-Aminoanthraquinone","117-79-3","NC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1","DTXSID6020068","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.001326182,1.5,0.0342956864736268,345,1.13106647503887,25.8604674725089,260145.28925894
"Triphenyl phosphate","115-86-6","O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1","DTXSID1021952","NO","NO","NO","YES","High (Class III)","Anti-cholinesterase",0.000264631,0.3,0.0400194636183338,23,1.13365403146268,151.227420892994,86913.475745472
"Prometryn","7287-19-6","CSC1=NC(NC(C)C)=NC(NC(C)C)=N1","DTXSID4024272","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.001313296,1.5,0.0152644298416131,0.6,1.14216444731424,11.622992715742,456.865778925695
"Chlorobenzene","108-90-7","ClC1=CC=CC=C1","DTXSID4020298","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.001297482,1.5,236.027510361916,7,1.15608540234084,181911.972853509,5395.06521092393
"6-Phenyl-1,3,5-triazine-2,4-diamine","91-76-9","NC1=NC(=NC(N)=N1)C1=CC=CC=C1","DTXSID1020142","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.001285642,1.5,0.227489893441443,4,1.16673226294723,176.946532115039,3111.28603452594
"3'-Azido-3'-deoxythymidine","30516-87-1","CC1=CN(C2CC(N=[N+]=[N-])C(CO)O2)C(=O)N=C1O","DTXSID8020127","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.00128056,1.5,0.805156193700431,60,1.17136252889361,628.75319680486,46854.5011557444
"Deisopropylatrazine","1007-28-9","CCNC1=NC(N)=NC(Cl)=N1","DTXSID0037495","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.001271373,1.5,0.00743492773204274,3.8,1.1798268486117,5.84795157050114,2988.89468314963
"1,5-Naphthalenediamine","2243-62-1","NC1=CC=CC2=C(N)C=CC=C12","DTXSID3020916","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.001267552,1.5,0.0719791016525242,2,1.18338340360001,56.7859162010902,1577.84453813335
"Benz(a)anthracene","56-55-3","C1=CC2=C(C=C1)C=C1C(C=CC3=C1C=CC=C3)=C2","DTXSID5023902","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.00126467,1.5,0.0910925775188184,NA,1.18608016320463,72.0287328068337,NA
"Phenothiazine","92-84-2","N1C2=CC=CC=C2SC2=C1C=CC=C2","DTXSID5021126","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.001254942,1.5,0.000858694043162613,1.59,1.19527436327735,0.684249983794162,1266.99082507399
"Phenazone","60-80-0","CN1N(C(=O)C=C1C)C1=CC=CC=C1","DTXSID6021117","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.001250683,1.5,3.80496761483375,NA,1.1993446780679,3042.31177271439,NA
"Malaoxon","1634-78-2","CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC","DTXSID9020790","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.001218801,1.5,4.32901363815669,1,1.23071772996576,3551.86255849535,820.478486643841
"3,3'-Dimethylbenzidine","119-93-7","CC1=CC(=CC=C1N)C1=CC=C(N)C(C)=C1","DTXSID5024059","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.001214465,1.5,0.0209711728721363,NA,1.23511175702882,17.2678281153728,NA
"Cyclanilide","113136-77-9","OC(=O)C1(CC1)C(=O)NC1=CC=C(Cl)C=C1Cl","DTXSID5032600","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.001210663,1.5,0.443535532541907,2,1.23899053659028,366.357551640636,1651.98738212038
"meso-Hexestrol","84-16-2","CCC(C(CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1","DTXSID2022381","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.001206083,1.5,2.1488730987844e-06,NA,1.24369550022677,0.00178169586901101,NA
"Formetanate hydrochloride","23422-53-9","CNC(=O)OC1=CC=CC(=C1)N=CN(C)C","DTXSID4032405","NO","NO","YES","NO","Low (Class I)","Anti-cholinesterase",0.00023727,0.3,9.62463907603465,0.37,1.2643823492224,40564.0792179148,1559.4048973743
"Naphthalen-2-yl 2-aminobenzoate","63449-68-3","NC1=C(C=CC=C1)C(=O)OC1=CC2=C(C=CC=C2)C=C1","DTXSID7047697","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.001161816,1.5,2.96249550054073,NA,1.29108223677415,2549.88354484766,NA
"2-Methylaniline","95-53-4","CC1=C(N)C=CC=C1","DTXSID1026164","YES","YES","NO","NO","Low (Class I)","Cramer Class I",0.023217918,30,0.297293781508949,225,1.29210551953883,12.8044978670761,9690.79139654124
"Isopropalin","33820-53-0","CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(C)C)[N+]([O-])=O","DTXSID8024157","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.001155077,1.5,0.00365417836175219,NA,1.29861472438634,3.16357988407023,NA
"Bifenazate","149877-41-8","COC1=C(NNC(=O)OC(C)C)C=C(C=C1)C1=CC=CC=C1","DTXSID5032525","YES","YES","YES","NO","High (Class III)","Anti-cholinesterase",0.000229391,0.3,0.0762363664812526,0.9,1.30781068132577,332.342447965494,3923.43204397731
"Piperonyl butoxide","51-03-6","CCCCOCCOCCOCC1=CC2=C(OCO2)C=C1CCC","DTXSID1021166","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.001142811,1.5,0.144834748224718,15.5,1.31255299432715,126.735521643315,13563.0476080472
"Tembotrione","335104-84-2","CS(=O)(=O)C1=C(COCC(F)(F)F)C(Cl)=C(C=C1)C(=O)C1C(=O)CCCC1=O","DTXSID5047037","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.001136742,1.5,0.625500410560578,0.04,1.31956063908961,550.25714767342,35.1882837090562
"Prazosin","19216-56-9","COC1=CC2=NC(=NC(N)=C2C=C1OC)N1CCN(CC1)C(=O)C1=CC=CO1","DTXSID4049082","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.001131464,1.5,0.297050878044555,NA,1.3257160634364,262.536747121035,NA
"Isofenphos","25311-71-1","CCOP(=S)(NC(C)C)OC1=CC=CC=C1C(=O)OC(C)C","DTXSID8032417","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.001128816,1.5,0.957435648127703,0.09,1.32882595569163,848.176893424352,79.7295573414976
"Thiacloprid","111988-49-9","ClC1=CC=C(CN2CCSC2=NC#N)C=N1","DTXSID7034961","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.001111578,1.5,0.897055055454372,1.2,1.34943296826673,807.010444120316,1079.54637461339
"Hydroxyflutamide","52806-53-8","CC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F","DTXSID8033562","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.001106477,1.5,0.000928379452145398,NA,1.35565402624727,0.839040894790762,NA
"Clomipramine hydrochloride","17321-77-6","CN(C)CCCN1C2=CC=CC=C2CCC2=CC=C(Cl)C=C12","DTXSID3042633","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.001099169,1.5,0.0510777728029474,NA,1.36466730775704,46.4694444648161,NA
"Tris(2-chloroethyl) phosphate","115-96-8","ClCCOP(=O)(OCCCl)OCCCl","DTXSID5021411","YES","YES","NO","YES","High (Class III)","Anti-cholinesterase",0.000216912,0.3,2.91995995485784,20,1.38304934720071,13461.4956980611,92203.2898133805
"1-Naphthol","90-15-3","OC1=CC=CC2=CC=CC=C12","DTXSID6021793","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.001081185,1.5,0.0074414099508412,20,1.38736663938179,6.88264261050717,18498.2218584239
"2-(Thiocyanomethylthio)benzothiazole","21564-17-0","N#CSCSC1=NC2=CC=CC=C2S1","DTXSID6032647","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.001072257,1.5,0.0521920668058455,9.6,1.39891835632689,48.6749602062244,8953.07748049208
"Resmethrin","10453-86-8","CC(C)=CC1C(C(=O)OCC2=COC(CC3=CC=CC=C3)=C2)C1(C)C","DTXSID7022253","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.001071347,1.5,0.000971450944750155,25,1.40010659478208,0.906756582834651,23335.1099130347
"Thioridazine","50-52-2","CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1","DTXSID6023656","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.001064126,1.5,0.0955839326768168,NA,1.40960750888523,89.8238861533472,NA
"4-Chloro-1,2-diaminobenzene","95-83-0","NC1=C(N)C=C(Cl)C=C1","DTXSID5020283","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.001054653,1.5,2.30809363758571,50,1.42226874621321,2188.48629604781,47408.958207107
"Bensulide","741-58-2","CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)C1=CC=CC=C1","DTXSID9032329","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.001034178,1.5,0.0419977140576384,0.5,1.45042729588137,40.6097538892129,483.475765293789
"Propamocarb hydrochloride","25606-41-1","CCCOC(=O)NCCCN(C)C","DTXSID6034849","YES","YES","YES","NO","High (Class III)","Anti-cholinesterase",0.00020663,0.3,3.47508192249055,12,1.45187049315201,16817.8963485,58074.8197260804
"Methylparaben","99-76-3","COC(=O)C1=CC=C(O)C=C1","DTXSID4022529","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.020256716,30,0.0410288755652777,250,1.4809903046476,2.02544556409231,12341.5858720634
"Triazolam","28911-01-5","CC1=NN=C2CN=C(C3=C(Cl)C=CC=C3)C3=C(C=CC(Cl)=C3)N12","DTXSID6046763","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.001007964,1.5,1.4855579873347,NA,1.48814838625189,1473.82048102382,NA
"Strychnine","57-24-9","[H]C12CC3([H])C4C5N6C7=C(C=CC=C7)C15CCN2CC3=CCOC4CC6=O","DTXSID6023600","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000983106,1.5,1.36480171203789,NA,1.52577646764438,1388.25489015211,NA
"C.I. Basic Red 9 monohydrochloride","569-61-9","NC1=CC=C(C=C1)C(C1=CC=C(N)C=C1)=C1C=CC(=N)C=C1","DTXSID1021247","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000981086,1.5,0.290039756339069,NA,1.52891795418546,295.63132726292,NA
"Amitraz","33089-61-1","CN(C=NC1=CC=C(C)C=C1C)C=NC1=CC=C(C)C=C1C","DTXSID5023871","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000977199,1.5,0.47644669929166,0.25,1.53499952415015,487.563637797071,255.833254025025
"Secbumeton","26259-45-0","CCNC1=NC(OC)=NC(NC(C)CC)=N1","DTXSID8037594","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000967888,1.5,0.497361089681883,NA,1.54976608863835,513.862233731468,NA
"4,4-Bis(4-hydroxyphenyl)valeric acid","126-00-1","CC(CCC(O)=O)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1","DTXSID0022436","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000955982,1.5,0.0364574902785243,NA,1.56906720001004,38.136168127145,NA
"Fenhexamid","126833-17-8","CC1(CCCCC1)C(=O)NC1=C(Cl)C(Cl)=C(O)C=C1","DTXSID3032549","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.0009529,1.5,0.286198749158113,17,1.57414209255956,300.344998591787,17840.2770490083
"Butralin","33629-47-9","CCC(C)NC1=C(C=C(C=C1[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O","DTXSID3032337","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000944555,1.5,0.0891002733355264,10,1.5880493989233,94.3304236762564,10586.995992822
"Ketoprofen","22071-15-4","CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1","DTXSID6020771","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000942318,1.5,0.0812948566411967,NA,1.59181932213966,86.2711490613537,NA
"7,12-Dimethylbenz(a)anthracene","57-97-6","CC1=C2C=CC=CC2=C(C)C2=C3C=CC=CC3=CC=C12","DTXSID1020510","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000942043,1.5,0.0737336237926537,NA,1.59228400402105,78.2699131490322,NA
"Methylene blue","61-73-4","CN(C)C1=CC2=[S+]C3=C(C=CC(=C3)N(C)C)N=C2C=C1","DTXSID0023296","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.00093107,1.5,0.641068647221158,NA,1.61104965255029,688.528947577688,NA
"Fluoranthene","206-44-0","C1=CC2=C(C=C1)C1=C3C2=CC=CC3=CC=C1","DTXSID3024104","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000929534,1.5,0.0762805191839659,120,1.61371181688889,82.0631834703904,129096.945351111
"Metamitron","41394-05-2","CC1=NN=C(C(=O)N1N)C1=CC=CC=C1","DTXSID7047568","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000913017,1.5,5.03632251381193,3,1.64290478709597,5516.13224486721,3285.80957419194
"C.I. Disperse Black 6","119-90-4","COC1=CC(=CC=C1N)C1=CC(OC)=C(N)C=C1","DTXSID3025091","YES","YES","NO","NO","High (Class III)","Cramer Class III",0.000907663,1.5,0.0978522611597499,NA,1.65259573211644,107.80681944703,NA
"2-Phenylphenol","90-43-7","OC1=C(C=CC=C1)C1=CC=CC=C1","DTXSID2021151","NO","NO","NO","NO","High (Class III)","Cramer Class III",0.000903766,1.5,0.010310436010882,39,1.65972165361388,11.4083026036407,43152.7629939608
