DTXSID,CASRN,Name,pod.nam.95,pod.nam.50,pod.ratio.95,pod.ratio.50,ber.95,ber.50,ber.95.pod.50,ber.50.pod.50,log.AED.5,log.AED.50,log.AED.95,log.AED.hipptox.50,log.AED.hipptox.95,log.max.AED,log.expo.50,log.expo.95,log.p5.POD,log.p95.POD,log.min.pod,log.max.pod,log.med.pod,AED_5,AED_50,AED_95,AED_hipptox_50,AED_hipptox_95,max_AED,min.POD,mean.POD,med.POD,max.POD,p5.POD,p95.POD,expocast.total.med,expocast.total.95,log.ttc.mkd,ttc.label,pod.ratio.95.binary,pod.ratio.50.binary,ttc.ratio.95,ttc.ratio.50,log.hed.5,hed.pod.ratio.95,hed.pod.ratio.50
DTXSID0027983,34590-94-8,Dipropylene glycol monomethyl ether,0.163880193,0.552681617,0.836119807,0.447318383,2.655950686,4.483544679,3.044752111,4.872346104,0.847356225,0.552681617,0.163880193,,,1.006240619,-4.319664487,-2.492070493,1,3,1,3,1.698970004,7.036492434,3.570110163,1.458411878,,,10.14473294,10,331.4285714,50,1000,10,1000,0.0000479,0.003220546,,No Structure,1,1,,,0.209515015,0.045634822,-0.343166603
DTXSID1024049,35367-38-5,Diflubenzuron,-4.63740391,-4.103843725,4.938433906,4.404873721,0.95605591,3.117083422,1.489616094,3.650643607,-3.620960714,-4.103843725,-4.63740391,,,0.103768734,-7.754487332,-5.59345982,0.301029996,3.579783597,0.301029996,3.579783597,1.556302501,0.000239353,7.87329E-05,2.3046E-05,,,1.269897692,2,385,36,3800,2,3800,1.76E-08,0.00000255,-2.823908741,1.5,1,1,-1.813495169,-1.279934984,0.034227261,4.671631171,4.138070986
DTXSID8024151,35554-44-0,Imazalil,-3.217392622,-2.651478726,3.61533263,3.049418735,2.404209477,4.532187376,2.970123373,5.098101271,-2.322923537,-2.651478726,-3.217392622,,,-0.62535938,-7.749579998,-5.621602099,0.397940009,2.129689892,0.096910013,2.227372442,1.602059991,0.004754189,0.002231111,0.000606188,,,0.23694122,1.25,55.33589041,40,168.8,2.5,134.8,1.78E-08,0.00000239,-2.823908741,1.5,1,1,-0.393483881,0.172430015,-0.091514981,3.125877641,2.559963745
DTXSID9034818,35575-96-3,Azamethiphos,2.982115647,3.222843479,-2.681085652,-2.921813483,8.794594927,10.75422894,9.035322758,10.99495677,3.648120301,3.222843479,2.982115647,,,4.19332213,-7.772113295,-5.812479279,0.301029996,2.788380515,-0.602059991,2.788380515,2.484869033,4447.544492,1670.488456,959.6561424,,,15607.09701,0.25,297.9382813,305.4,614.3,2,614.3,1.69E-08,0.00000154,-3.522878745,0.3,0,0,6.504994393,6.745722224,-0.299123292,-3.281238939,-3.52196677
DTXSID2034625,361377-29-9,Fluoxastrobin,-1.754407609,-0.675037401,1.930498868,0.85112866,3.248643142,5.005043142,4.32801335,6.08441335,-0.06763752,-0.675037401,-1.754407609,,,0.571257189,-6.759450752,-5.003050752,0.176091259,3,0.176091259,3.301029996,1.884795364,0.855780684,0.211330703,0.017603231,,,3.72612302,1.5,396.4568966,76.7,2000,1.5,1000,0.000000174,0.00000993,-2.823908741,1.5,1,1,1.069501132,2.14887134,-0.090711476,1.663696133,0.584325925
DTXSID3024154,36734-19-7,Iprodione,-1.723512774,-0.64739907,2.508842609,1.432728905,3.899910269,5.910999241,4.976023972,6.987112945,0.020368903,-0.64739907,-1.723512774,,,-0.257297,-7.634512015,-5.623423043,0.785329835,2.899273187,0.614897216,2.899273187,2.162175937,1.048018388,0.225216876,0.018901106,,,0.55297182,4.12,201.8438095,145.27,793,6.1,793,2.32E-08,0.00000238,-2.823908741,1.5,1,1,1.100395967,2.17650967,0.133794301,1.857307075,0.781193371
DTXSID8037708,3825-26-1,Ammonium perfluorooctanoate,-2.811367882,-1.761452858,2.811367882,1.761452858,0.678620921,2.396941469,1.728535945,3.446856493,-1.31788061,-1.761452858,-2.811367882,,,-1.24290179,-5.208309351,-3.489988803,0,1.698970004,-1.22184875,1.698970004,1.176091259,0.048097155,0.01731997,0.001543946,,,0.057160788,0.06,21.23942308,15,50,1,50,0.00000619,0.000323602,-2.823908741,1.5,1,1,0.012540859,1.062455883,-1.091514981,1.719852901,0.669937877
DTXSID3037709,3871-99-6,Potassium perfluorohexanesulfonate,-3.443859774,-2.530065395,4.443859774,3.530065395,1.066181746,3.012072181,1.979976125,3.92586656,-2.127432737,-2.530065395,-3.443859774,,,-1.350654606,-6.455931956,-4.510041521,1,1,1,1,1,0.007457054,0.002950765,0.000359866,,,0.044601082,10,10,10,10,10,10,0.00000035,0.0000309,-2.823908741,1.5,1,1,-0.619951033,0.293843346,0.209515015,3.653374789,2.73958041
DTXSID3020912,389-08-2,Nalidixic acid,-0.745374266,-0.276554951,2.44434427,1.975524956,4.801307394,6.700742708,5.270126709,7.169562022,0.125887174,-0.276554951,-0.745374266,,,1.552337868,-7.446116973,-5.54668166,1.698970004,2.301029996,1.698970004,2.301029996,2,1.336248326,0.52898706,0.179732135,,,35.67285495,50,112.5,100,200,50,200,3.58E-08,0.00000284,-5.602059991,0.0025,1,1,4.856685726,5.32550504,0.908485019,1.653859285,1.18503997
DTXSID7024245,40487-42-1,Pendimethalin,-0.943187621,0.182536046,2.040097634,0.914373967,4.831503097,6.901476341,5.957226764,8.027200008,0.828876359,0.182536046,-0.943187621,,,0.217835397,-7.844663963,-5.774690718,1.096910013,2.793860201,1,2.793860201,2.33243846,6.743360209,1.522425487,0.113975729,,,1.651335804,10,215.3745455,215,622.1,12.5,622.1,1.43E-08,0.00000168,-5.602059991,0.0025,1,1,4.65887237,5.784596037,0.702973066,1.646160687,0.52043702
DTXSID2042436,4065-45-6,Sulisobenzone,-1.70102944,-1.250408601,3.002059436,2.551438596,2.645758046,4.642872358,3.096378886,5.093493197,-0.932113208,-1.250408601,-1.70102944,,,-0.415897299,-6.343901798,-4.346787486,1.301029996,2.602059991,1.301029996,2.602059991,2.322219295,0.116919458,0.05618125,0.019905384,,,0.383797994,20,210,210,400,20,400,0.000000453,0.000045,-1.522878745,30,1,1,-0.178150695,0.272470145,0.51054501,2.21157445,1.760953611
DTXSID3032464,41198-08-7,Profenofos,-0.625726568,0.341902988,-1.675303428,-2.642932984,4.507986093,6.234394346,5.475615649,7.202023902,0.836003382,0.341902988,-0.625726568,,,1.198669406,-6.860120914,-5.133712661,-2.301029996,1.477121255,-2.301029996,1.77815125,1.096910013,6.854935642,2.197368973,0.236740975,,,15.8004482,0.005,12.62714286,12.5,60,0.005,30,0.000000138,0.00000735,-3.522878745,0.3,0,0,2.897152178,3.864781733,-2.567832731,-1.942106163,-2.909735719
DTXSID1032646,4151-50-2,N-Ethylperfluorooctanesulfonamide,-2.155780552,-1.171320202,1.632901807,0.648441456,2.823030149,4.58414806,3.807490499,5.56860841,-0.572123086,-1.171320202,-2.155780552,,,-0.486167144,-6.739928612,-4.978810701,-0.522878745,1.365113432,-0.522878745,1.365113432,0.875061263,0.267840911,0.067403089,0.006985853,,,0.326462165,0.3,11.61082192,7.5,23.18,0.3,23.18,0.000000182,0.0000105,-2.823908741,1.5,1,1,0.668128189,1.652588539,-1.091514981,1.064265571,0.079805221
DTXSID7034676,42509-80-8,Isazofos,-1.113874021,-0.51986914,0.28996528,-0.304039601,4.151326149,5.888302898,4.74533103,6.482307779,-0.010371838,-0.51986914,-1.113874021,,,1.15262621,-7.002176919,-5.26520017,-0.823908741,1,-1.301029996,1.574031268,1,0.976400881,0.302086182,0.076935358,,,14.2110514,0.05,9.087290909,10,37.5,0.15,10,9.95E-08,0.00000543,-3.522878745,0.3,1,0,2.409004724,3.003009605,-1.915423722,-0.801549701,-1.395554582
DTXSID7024241,42874-03-3,Oxyfluorfen,-3.041924309,-2.063653012,3.533286003,2.555014706,2.054443175,3.893617701,3.032714472,4.871888999,-1.581038737,-2.063653012,-3.041924309,,,-1.424757717,-6.935542011,-5.096367484,0.491361694,3.005223425,-0.522878745,3.005223425,2.117933835,0.026239845,0.008636683,0.000907979,,,0.037604713,0.3,305.6968421,131.2,1012.1,3.1,1012.1,0.000000116,0.00000801,-5.602059991,0.0025,1,1,2.560135682,3.538406979,0.224558959,3.266483268,2.288211971
DTXSID3023897,43121-43-3,Triadimefon,-1.723948007,-0.759291252,2.121888016,1.15723126,4.028078726,6.045603071,4.992735482,7.010259827,-0.223614135,-0.759291252,-1.723948007,,,0.607659467,-7.769551079,-5.752026734,0.397940009,2.740441645,0.397940009,2.740441645,1.954242509,0.597565981,0.174063915,0.018882174,,,4.051906983,2.5,95.69520548,90,550.1,2.5,550.1,0.000000017,0.00000177,-2.823908741,1.5,1,1,1.099960734,2.064617489,-0.392544977,1.33140303,0.366746275
DTXSID6024048,43222-48-6,Difenzoquat metilsulfate,-1.915464058,-1.49427073,3.313404067,2.892210739,3.272960936,4.984165396,3.694154264,5.405358725,-1.141504312,-1.49427073,-1.915464058,,,0.548736269,-6.899629455,-5.188424994,1.397940009,2.397940009,1.301029996,2.397940009,1.875061263,0.0721931,0.032042712,0.012148872,,,3.537824369,20,98.76086957,75,250,25,250,0.000000126,0.00000648,-5.602059991,0.0025,1,1,3.686595933,4.107789261,0.607455023,2.522919082,2.101725753
DTXSID5022308,446-72-0,Genistein,-2.203861122,-1.377019227,3.601801131,2.774959236,2.702717193,4.543285847,3.529559088,5.370127742,-0.894370344,-1.377019227,-2.203861122,,,0.918087147,-6.747146969,-4.906578315,1.397940009,3,1.397940009,3,2.698970004,0.127535079,0.04197404,0.006253726,,,8.28108318,25,429.1666667,500,1000,25,1000,0.000000179,0.0000124,-5.602059991,0.0025,1,1,3.398198869,4.225040764,0.607455023,2.811316146,1.98447425
DTXSID8027581,4904-61-4,"1,5,9-Cyclododecatriene",0.217912725,1.308271101,1.25920853,0.168850154,4.629080999,6.512049013,5.719439375,7.602407389,1.812042839,1.308271101,0.217912725,,,0.668704361,-6.294136288,-4.411168274,1.477121255,2,1.477121255,2,1.812913357,64.86984187,20.33626071,1.651629856,,,4.663418179,30,65,65,100,30,100,0.000000508,0.0000388,-1.522878745,30,1,1,1.74079147,2.831149846,0.686636269,0.468723544,-0.621634832
DTXSID5021122,50-06-6,Phenobarbital,0.578544331,0.933324538,0.217335686,-0.137444521,6.027094333,8.143975427,6.38187454,8.498755634,1.271193357,0.933324538,0.578544331,,,0.582210464,-7.565431096,-5.448550002,0.795880017,2,0.795880017,2,2,18.67210826,8.576785294,3.789172101,,,3.8212941,6.25,85.15625,100,100,6.25,100,2.72E-08,0.00000356,-2.823908741,1.5,1,0,3.402453072,3.757233279,0.005395032,-0.573149299,-0.927929506
DTXSID0020573,50-28-2,17beta-Estradiol,-5.033647827,-3.95009034,4.033647827,2.95009034,0.317992162,2.404059308,1.401549649,3.487616796,-3.346834481,-3.95009034,-5.033647827,,,0.296095436,-7.437707136,-5.351639989,-1,0.614897216,-1,0.614897216,0.499687083,0.000449951,0.000112179,9.25448E-06,,,1.977404125,0.1,2.352888889,3.16,4.12,0.1,4.12,3.65E-08,0.00000445,,Exclusion,1,1,,,-2.091514981,2.942132846,1.858575359
DTXSID4020375,50-29-3,Dichlorodiphenyltrichloroethane,0.228710725,1.12279174,-1.52974072,-2.423821736,5.328343596,7.171805873,6.222424612,8.065886889,1.645608487,1.185276187,0.228710725,1.12279174,0.259488751,1.270398926,-6.943095149,-5.099632871,-1.301029996,1.478566496,-1.301029996,1.506505032,1.264817823,44.21895618,15.32061456,1.69320961,13.26758077,1.817559976,18.63798363,0.05,15.39875,18.4,32.1,0.05,30.1,0.000000114,0.00000795,-2.823908741,1.5,0,0,3.052619466,3.946700481,-2.091514981,-2.320225706,-3.214306721
DTXSID7021237,50-55-5,Reserpine,-2.494607895,-1.490003056,1.573789141,0.569184302,2.648059609,4.667172883,3.652664448,5.671777723,-1.050997157,-1.490003056,-2.494607895,,,-1.201380906,-7.161780778,-5.142667504,-0.920818754,0.176091259,-0.920818754,0.176091259,-0.204119983,0.088920694,0.032359138,0.003201785,,,0.062895431,0.12,0.820416667,0.625,1.5,0.12,1.5,6.89E-08,0.0000072,-2.823908741,1.5,1,1,0.329300846,1.333905685,-2.012333735,0.48227416,-0.522330679
DTXSID5020108,50-78-2,Aspirin,-2.928201939,-1.857045714,5.472269984,4.401113759,2.682631976,4.653496769,3.753788201,5.724652994,-1.414721504,-1.857045714,-2.928201939,,,-1.798897926,-7.581698709,-5.610833916,2.544068044,3,2.544068044,3,2.795880017,0.038483848,0.013898063,0.001179772,,,0.015889202,350,673.2142857,625,1000,350,1000,2.62E-08,0.00000245,-1.522878745,30,1,1,-1.405323194,-0.334166969,1.908485019,4.836686958,3.765530733
DTXSID4022361,50471-44-8,Vinclozolin,-0.462563792,0.170530265,0.957413813,0.324319756,4.842831009,6.508052431,5.475925066,7.141146488,0.648532104,0.170530265,-0.462563792,,,1.535505382,-6.970616222,-5.305394801,0.494850022,3.088136089,0.322219295,3.149527014,2.155336037,4.451763697,1.480915454,0.344695972,,,34.31668921,2.1,291.5305973,143,1411,3.125,1225,0.000000107,0.00000495,-2.823908741,1.5,1,1,2.361344949,2.994439006,-0.289699813,0.172863979,-0.460230078
DTXSID4020290,50892-23-4,Pirinixic acid,-1.796995754,-0.696695906,1.399055745,0.298755898,3.069465337,4.848895807,4.169765185,5.949195655,-0.064335105,-0.696695906,-1.796995754,,,-0.510589205,-6.645891561,-4.866461092,-0.397940009,2.130333768,-0.602059991,2.130333768,1.531478917,0.862312924,0.201050008,0.015958947,,,0.308610569,0.25,45.49772727,34,135,0.4,135,0.000000226,0.0000136,-2.823908741,1.5,1,1,1.026912987,2.127212835,-1.26760624,0.529389514,-0.570910334
DTXSID1021166,51-03-6,Piperonyl butoxide,-1.291132411,-0.190663716,1.753530409,0.653061714,4.290566298,6.269534896,5.391034992,7.37000359,0.356212762,-0.190663716,-1.291132411,,,0.852492437,-7.560667306,-5.581698709,0.462397998,2.698970004,0.431363764,2.866287339,2.096910013,2.270977138,0.644668253,0.051152585,,,7.12020401,2.7,219.7,125,735,2.9,500,2.75E-08,0.00000262,-2.823908741,1.5,1,1,1.53277633,2.633245025,0.195595263,1.486727674,0.386258979
DTXSID0020523,51-28-5,"2,4-Dinitrophenol",-1.667496195,-1.310764386,1.968526191,1.611794381,3.766655986,5.56238851,4.123387796,5.919120319,-0.984018326,-1.310764386,-1.667496195,,,-0.369873905,-7.229884705,-5.434152181,0.301029996,1.903089987,-0.301029996,1.903089987,1.477121255,0.103748464,0.048891754,0.021503235,,,0.426703392,0.5,41.74390244,30,80,2,80,5.89E-08,0.00000368,-5.602059991,0.0025,1,1,3.934563796,4.291295606,-0.790484985,0.87701121,0.5202794
DTXSID5021209,51-52-5,6-Propyl-2-thiouracil,-1.186477037,-0.731046663,1.186477037,0.731046663,3.956794073,5.723617852,4.412224446,6.179048225,-0.319945647,-0.731046663,-1.186477037,,,1.241317865,-6.910094889,-5.14327111,0,0.423245874,-2,0.423245874,0.130333768,0.478689998,0.185760485,0.065091303,,,17.43082189,0.01,1.591944444,1.35,2.65,1,2.65,0.000000123,0.00000719,-5.602059991,0.0025,1,1,4.415582955,4.871013328,-0.790484985,0.395992051,-0.059438322
DTXSID9020299,510-15-6,Chlorobenzilate,0.043961363,1.044911505,0.655008641,-0.345941501,5.298106168,7.031124139,6.29905631,8.032074281,1.584548411,1.044911505,0.043961363,,,1.024748613,-6.987162775,-5.254144805,0.698970004,2.175366831,0.698970004,2.175366831,2.047080073,38.41920827,11.08948825,1.106525339,,,10.58640764,5,84.47777778,111.45,149.75,5,149.75,0.000000103,0.00000557,-2.823908741,1.5,1,0,2.867870104,3.868820246,0.209515015,0.165553651,-0.835396491
DTXSID4022448,51218-45-2,Metolachlor,-0.577069334,0.088264929,1.520068927,0.854734664,4.60868307,6.432591811,5.274017334,7.097926074,0.535597324,0.088264929,-0.577069334,,,1.72386035,-7.009661145,-5.185752404,0.942999593,3,0.942999593,3,1.494293769,3.432395504,1.22536347,0.264807735,,,52.94931545,8.77,237.7266667,31.21,1000,8.77,1000,9.78E-08,0.00000652,-5.602059991,0.0025,1,1,5.024990658,5.690324921,0.385606274,0.962675607,0.297341344
DTXSID4024145,51235-04-2,Hexazinone,1.017327093,1.4950246,-0.017327093,-0.4950246,6.382849823,8.065019084,6.86054733,8.54271659,1.970386598,1.4950246,1.017327093,,,1.928390869,-7.04769199,-5.36552273,1,2.954242509,0.696356389,3.282168778,2.096910013,93.40854307,31.26256443,10.40703687,,,84.79902705,4.97,220.5497561,125,1915,10,900,8.96E-08,0.00000431,-2.823908741,1.5,0,0,3.841235834,4.318933341,0.364851052,-0.652476041,-1.130173548
DTXSID0032605,51338-27-3,"Methyl (RS)-2-[4-(2,4-dichlorophenoxy)phenoxy]propionate",-2.969500902,-1.890199113,2.270530898,1.191229109,2.263343232,3.981281075,3.342645021,5.060582864,-1.437490125,-1.890199113,-2.969500902,-0.963518979,-2.008774981,-1.383469672,-6.950781977,-5.232844134,-0.698970004,1.419972261,-1,1.897627091,0.301029996,0.036518243,0.012876591,0.001072751,0.108762961,0.009799976,0.041355219,0.1,6.122883721,2,79,0.2,26.301,0.000000112,0.00000585,-5.602059991,0.0025,1,1,2.632559089,3.711860878,-1.711303739,1.258197163,0.178895374
DTXSID3020621,51630-58-1,Fenvalerate,-1.427012842,-0.201389412,1.82495285,0.599329421,3.707291099,5.396895899,4.932914528,6.622519329,0.434764157,-0.201389412,-1.427012842,,,0.404134687,-6.823908741,-5.13430394,0.397940009,1.698970004,0.243038049,1.698970004,1.397940009,2.721223148,0.628941986,0.037409953,,,2.535914968,1.75,28.21226415,25,50,2.5,50,0.00000015,0.00000734,-2.823908741,1.5,1,1,1.396895899,2.622519329,-0.438302467,0.988710374,-0.236913055
DTXSID0032651,51707-55-2,Thidiazuron,-1.811932971,-1.384654155,2.715022958,2.287744142,3.631764529,5.349217939,4.059043344,5.776496754,-1.058783992,-1.384654155,-1.811932971,,,-0.296116844,-7.161150909,-5.443697499,0.903089987,2.908485019,0.59439255,3.602059991,1.878521796,0.087340567,0.041242582,0.015419384,,,0.505688592,3.93,293.4594915,75.6,4000,8,810,0.000000069,0.0000036,-2.823908741,1.5,1,1,1.01197577,1.439254586,0.327589815,2.139522786,1.71224397
DTXSID0021389,52-68-6,Trichlorfon,1.830672438,2.175532105,-1.131702433,-1.4765621,7.690793351,9.657486169,8.035653018,10.00234584,2.608988303,2.175532105,1.830672438,,,2.868091996,-7.826813732,-5.860120914,0.698970004,2.607455023,-0.698970004,2.607455023,2.041392685,406.4323822,149.8069992,67.71305957,,,738.0605562,0.2,113.5802817,110,405,5,405,1.49E-08,0.00000138,-5.602059991,0.0025,0,0,7.432732429,7.777592096,0.385606274,-1.445066164,-1.789925831
DTXSID0023951,5234-68-4,Carboxin,0.624160483,1.180726873,-0.721070496,-1.277636886,6.567255631,8.411972878,7.123822022,8.968539269,1.597955377,1.180726873,0.624160483,,,1.902023754,-7.787812396,-5.943095149,-0.096910013,2.982271233,-0.096910013,2.982271233,1.230448921,39.62373192,15.16096597,4.208821261,,,79.80383345,0.8,190.0596154,17,960,0.8,960,1.63E-08,0.00000114,-5.602059991,0.0025,0,0,6.226220474,6.782786864,-0.887394998,-1.511555481,-2.068121872
DTXSID4024066,528-29-0,"1,2-Dinitrobenzene",0.198637241,0.822272897,-0.59657725,-1.220212906,5.23390632,7.126755234,5.857541976,7.75039089,1.316401592,0.822272897,0.198637241,,,1.297245452,-6.928117993,-5.035269079,-0.397940009,-0.397940009,-0.397940009,-0.397940009,-0.397940009,20.72056494,6.641602774,1.5799278,,,19.82647251,0.4,0.4,0.4,0.4,0.4,0.4,0.000000118,0.00000922,-5.602059991,0.0025,0,0,5.800697232,6.424332889,-1.188424994,-1.387062235,-2.010697892
DTXSID8034877,53112-28-0,Pyrimethanil,-0.982179468,-0.1413478,2.212628389,1.371796721,4.996631233,6.942273571,5.837462901,7.783105239,0.350198747,-0.1413478,-0.982179468,,,0.911217887,-7.924453039,-5.978810701,1.230448921,3.270445908,1.230448921,3.405687787,2.344392274,2.239745883,0.722191213,0.104188679,,,8.151131273,17,377.8157895,221,2545,17,1864,1.19E-08,0.00000105,-2.823908741,1.5,1,1,1.841729273,2.682560941,0.439963936,1.422143404,0.581311736
DTXSID7024902,533-74-4,Dazomet,0.373512023,0.850650575,-0.352322724,-0.829461276,5.21214402,7.22429291,5.689282572,7.701431462,1.272307815,0.850650575,0.373512023,,,2.367670042,-6.850780887,-4.838631998,0.021189299,1.844477176,-0.455931956,1.977723605,1.04630002,18.72008494,7.090070843,2.363262821,,,233.1685878,0.35,23.06878788,11.125,95,1.05,69.9,0.000000141,0.0000145,-5.602059991,0.0025,0,0,5.975572014,6.452710566,-0.614393726,-0.987905749,-1.465044301
DTXSID1022053,534-52-1,"2-Methyl-4,6-dinitrophenol",-3.47782442,-2.429091681,3.380914407,2.332181668,1.803673891,3.661238959,2.85240663,4.709971699,-1.991780007,-2.429091681,-3.47782442,,,-1.655472812,-7.139063379,-5.281498311,-0.096910013,2.602059991,-0.229147988,2.602059991,2.602059991,0.010191075,0.003723131,0.000332794,,,0.022106866,0.59,285.1732258,400,400,0.8,400,7.26E-08,0.00000523,-5.602059991,0.0025,1,1,2.124235571,3.172968311,-0.552438882,2.925385538,1.876652798
DTXSID1020930,54-11-5,Nicotine,-0.366257307,0.181074252,1.667287303,1.119955744,4.020958836,5.705346841,4.568290395,6.2526784,0.628471035,0.181074252,-0.366257307,,,1.426834972,-6.071604148,-4.387216143,1.301029996,1.301029996,1.301029996,1.301029996,1.301029996,4.250803558,1.517309763,0.430271612,,,26.71990881,20,20,20,20,20,20,0.000000848,0.000041,-2.823908741,1.5,1,1,2.457651434,3.004982993,0.209515015,0.575772321,0.028440762
DTXSID6020648,54-31-9,Furosemide,-1.255311013,-0.435648984,2.750161035,1.930499006,4.027851264,6.085724144,4.847513292,6.905386173,-0.099891279,-0.435648984,-1.255311013,,,-0.581531469,-7.341035157,-5.283162277,1.494850022,1.671172843,1.494850022,1.671172843,1.591898987,0.794527112,0.366733865,0.05555063,,,0.262100912,31.25,39.075,39.075,46.9,31.25,46.9,4.56E-08,0.00000521,-2.823908741,1.5,1,1,1.568597728,2.388259757,0.704365036,1.959676049,1.140014021
DTXSID5020653,548-62-9,Gentian Violet,-1.994255586,-1.195621336,2.295285581,1.496651331,3.283933799,5.269347912,4.082568049,6.067982162,-0.649422985,-1.195621336,-1.994255586,,,0.208843457,-7.263603498,-5.278189385,0.301029996,1,0.301029996,1,0.77815125,0.224169754,0.063735099,0.010133149,,,1.617496901,2,6,6,10,2,10,5.45E-08,0.00000527,-5.602059991,0.0025,1,1,3.607804406,4.406438656,-0.188424994,1.805830591,1.007196342
DTXSID8021301,54965-24-1,Tamoxifen citrate,-3.178237389,-2.199595718,1.178237389,0.199595718,1.962624314,3.98354339,2.941265985,4.96218506,-1.796100122,-2.199595718,-3.178237389,,,-1.256754166,-7.161780778,-5.140861703,-2,1.354108439,-2,1.354108439,-2,0.015991893,0.00631545,0.00066338,,,0.055366342,0.01,10.05,0.01,22.6,0.01,22.6,6.89E-08,0.00000723,-2.823908741,1.5,1,1,-0.354328648,0.624313023,-2.790484985,0.387752403,-0.590889267
DTXSID8020620,55-38-9,Fenthion,-1.052886214,0.010101124,-0.102015746,-1.165003084,4.097694372,5.954118688,5.16068171,7.017106026,0.641860517,0.010101124,-1.052886214,,,0.762739113,-7.007004902,-5.150580586,-1.15490196,1.026533265,-1.522878745,1.255272505,0.217483944,4.38389877,1.023531291,0.088534754,,,5.790807299,0.03,3.505818182,1.65,18,0.07,10.63,9.84E-08,0.00000707,-3.522878745,0.3,0,0,2.469992531,3.53297987,-1.945386945,-0.892500732,-1.95548807
DTXSID3020910,55-98-1,Busulfan,-3.329180822,-2.872920624,3.505272081,3.049011883,2.202471847,4.217500838,2.658732045,4.673761036,-2.465369682,-2.872920624,-3.329180822,,,1.616132257,-7.54668166,-5.53165267,0.176091259,0.176091259,0.176091259,0.176091259,0.176091259,0.003424761,0.001339922,0.000468618,,,41.31733078,1.5,1.5,1.5,1.5,1.5,1.5,2.84E-08,0.00000294,-1.522878745,30,1,1,-1.806302077,-1.350041879,-0.614393726,2.714787096,2.258526898
DTXSID0032493,55219-65-3,Triadimenol,-2.171106853,-1.789926868,2.96698687,2.585806886,3.571214572,5.614049299,3.952394557,5.995229284,-1.470949858,-1.789926868,-2.171106853,-0.436798727,-0.802781078,0.165923034,-7.785156152,-5.742321425,0.795880017,2.855519156,0.301029996,2.938519725,2.079181246,0.033810387,0.016220832,0.006743621,0.365764265,0.157477649,1.465288137,2,180.0664474,120,868,6.25,717,1.64E-08,0.00000181,-2.823908741,1.5,1,1,0.652801888,1.033981873,0.005395032,2.176501885,1.7953219
DTXSID8032386,55283-68-6,Ethalfluralin,-2.781507959,-1.744307298,3.845965948,2.808765287,2.415034926,4.132132211,3.452235586,5.169332871,-1.326361672,-1.744307298,-2.781507959,,,-1.445603245,-6.913640169,-5.196542884,1.064457989,3.080987047,0.602059991,3.080987047,1.903089987,0.047167008,0.018017424,0.001653834,,,0.035842373,4,273.7307692,80,1205,11.6,1205,0.000000122,0.00000636,-5.602059991,0.0025,1,1,2.820552033,3.857752693,0.306425028,3.087932986,2.050732326
DTXSID5023950,55285-14-8,Carbosulfan,0.09946059,1.117243505,-0.09946059,-1.117243505,5.312000116,7.03876275,6.329783031,8.056545665,1.613850997,1.117243505,0.09946059,,,1.369259553,-6.93930216,-5.212539525,0,0,0,0,0,41.10086833,13.09916176,1.257362751,,,23.40235448,1,1,1,1,1,1,0.000000115,0.00000613,-3.522878745,0.3,0,0,3.622339336,4.64012225,-0.790484985,-0.889945576,-1.907728491
DTXSID0032497,55335-06-3,Triclopyr,-1.126949241,-0.757370676,1.427979237,1.058400672,4.17669437,5.916402179,4.546272935,6.285980745,-0.418645076,-0.757370676,-1.126949241,,,-0.342502498,-7.043351421,-5.303643611,0.301029996,2.397940009,-0.301029996,2.397940009,1.301029996,0.381377374,0.174835381,0.074653601,,,0.454461923,0.5,90.56521739,20,250,2,250,9.05E-08,0.00000497,-2.823908741,1.5,1,1,1.696959499,2.066538065,-0.48945499,0.637494252,0.267915686
DTXSID0028038,55406-53-6,3-Iodo-2-propynyl-N-butylcarbamate,-0.750903896,-0.361737835,2.051933892,1.66276783,1.98712015,3.91868233,2.376286212,4.307848392,-0.0296517,-0.361737835,-0.750903896,,,0.8269971,-4.669586227,-2.738024046,1.301029996,2.397940009,1.29666519,2.397940009,1.903632516,0.934003062,0.434772599,0.177458213,,,6.714243687,19.8,89.55714286,80.1,250,20,250,0.0000214,0.001827999,-5.602059991,0.0025,1,1,4.851156095,5.240322157,0.512711072,1.263614968,0.874448907
DTXSID6032352,5598-13-0,Chlorpyrifos-methyl,-1.270486782,-0.079885872,0.270486782,-0.920114128,4.039317138,5.680295195,5.229918048,6.870896105,0.518720954,-0.079885872,-1.270486782,1.195502387,0.092180875,0.0944446,-6.950781977,-5.30980392,-1,2.397940009,-1,2.397940009,1.618048097,3.301573379,0.831982378,0.05364302,15.6856452,1.236462288,1.242924074,0.1,62.24408861,41.5,250,0.1,250,0.000000112,0.0000049,-3.522878745,0.3,1,0,2.252391963,3.442992873,-1.790484985,-0.519998203,-1.710599113
DTXSID7021100,56-38-2,Parathion,-2.5840184,-1.514550894,0.481645491,-0.587822014,2.674042523,4.403144376,3.743510028,5.472611881,-0.864402683,-1.514550894,-2.5840184,,,-0.419645219,-6.987162775,-5.258060922,-2.102372909,0.602059991,-2.619788758,0.602059991,-0.10034362,0.136646124,0.030580819,0.002606043,,,0.380500105,0.0024,1.259834615,0.7937,4,0.0079,4,0.000000103,0.00000552,-5.602059991,0.0025,1,0,3.018041592,4.087509097,-2.369175644,0.214842756,-0.854624749
